TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
BRKM6;6,30;;-0,55;-0,32;0,07;2,02;-3,44;-13,68;-2,19;-20,76;-18,74;;0,08;-0,47;-0,10;0,71;-58,03;-12,04;-56,79;-0,21;1,21;0,88;3,85;;833,18;-19,74;-11,46;0,35;4.634.764.100,46
BRML3;8,26;;8,11;0,55;0,33;89,41;94,72;50,62;4,33;5,65;1,32;0,17;4,11;5,08;-0,36;5,35;6,81;4,09;7,54;0,60;0,39;0,08;12,43;;;14,96;1,02;0,27;6.770.891.280,44
BRPR3;131,17;;-0,56;0,05;0,04;100,00;-336,36;-123,98;-0,21;0,06;0,27;-0,07;0,70;1,73;-0,05;1,12;-9,55;-6,86;-31,25;0,72;0,28;0,06;-7,12;;;2.447,95;-233,75;0,01;60.919.545,44
BRQB3;0,00;;0,00;0,00;0,00;36,72;12,86;11,15;0,00;-0,68;-0,68;-0,50;0,00;0,00;0,00;1,45;64,30;16,56;22,40;0,26;0,74;1,49;2,94;10,19;;0,77;0,50;0,00;0,00
BRSR3;17,55;9,04;4,07;0,62;0,04;29,07;9,22;7,76;3,43;3,07;;;0,32;1,90;-0,04;3.974,74;15,11;1,07;;0,07;0,93;0,14;24,08;23,23;76.130,77;28,50;4,31;0,03;6.416.919.129,07
BRSR5;16,82;9,65;3,91;0,59;0,04;29,07;9,22;7,76;3,29;3,07;;;0,30;1,82;-0,04;3.974,74;15,11;1,07;;0,07;0,93;0,14;24,08;23,23;243,00;28,50;4,31;0,03;6.416.919.129,07
BRSR6;13,82;11,48;3,21;0,49;0,03;29,07;9,22;7,76;2,70;3,07;;;0,25;1,50;-0,04;3.974,74;15,11;1,07;;0,07;0,93;0,14;24,08;23,23;30.625.159,86;28,50;4,31;0,02;6.416.919.129,07
BRST3;2,76;1,49;10,43;0,78;0,30;42,40;14,96;8,46;5,90;10,93;5,03;0,66;0,88;2,98;-0,42;1,54;7,44;2,86;5,71;0,38;0,62;0,34;41,71;35,66;804.052,90;3,56;0,26;-0,88;1.208.900.802,12
BSEV3;9,00;;10,22;-10,84;0,78;26,77;17,92;5,55;3,17;5,46;2,30;;0,57;-1,59;-1,13;0,39;-106,05;7,59;30,90;-0,07;1,07;1,37;10,88;;;-0,83;0,88;-0,06;9.183.864.834,00
BSLI3;2,99;9,74;1,80;0,36;0,02;35,96;11,12;7,43;1,20;1,22;;;0,13;-0,74;-0,02;0,11;20,28;1,08;;0,05;0,95;0,15;23,49;15,97;142.106,33;8,20;1,66;0,00;1.475.269.243,24
BSLI4;3,12;10,26;1,88;0,38;0,02;35,96;11,12;7,43;1,25;1,22;;;0,14;-0,77;-0,02;0,11;20,28;1,08;;0,05;0,95;0,15;23,49;15,97;73.634,95;8,20;1,66;0,00;1.475.269.243,24
BTTL4;11.091,73;;362.262,44;3.915,19;2.939,92;98,76;-11,57;18,73;-586.581,52;-57,16;29,57;-0,20;67.858,96;18.948,09;-3.580,45;7,54;1,08;0,81;-2,71;0,75;0,25;0,04;-64,98;-50,87;;2,83;0,03;-3.934,56;24.371.331,52
CALI3;28,00;3,23;4,78;0,97;0,19;28,23;16,39;9,51;2,77;4,91;2,13;0,75;0,45;0,31;-0,76;4,51;20,34;3,87;8,51;0,19;0,63;0,41;64,84;83,96;1.758,12;28,79;5,86;0,03;195.686.400,00
CALI4;50,00;;8,54;1,74;0,33;28,23;16,39;9,51;4,95;4,91;2,13;0,75;0,81;0,56;-1,36;4,51;20,34;3,87;8,51;0,19;0,63;0,41;64,84;83,96;;28,79;5,86;0,06;195.686.400,00
CAMB3;9,51;12,86;5,83;1,26;1,03;49,37;17,14;17,94;6,10;5,24;-0,86;-0,18;1,05;2,75;-2,13;3,67;21,59;17,67;18,88;0,82;0,18;0,99;19,61;25,66;98.117,81;7,56;1,63;-0,74;402.036.010,80
CAMB4;6,25;;3,83;0,83;0,68;49,37;17,14;17,94;4,01;5,24;-0,86;-0,18;0,69;1,81;-1,40;3,67;21,59;17,67;18,88;0,82;0,18;0,99;19,61;25,66;;7,56;1,63;-0,48;402.036.010,80
CAML3;5,11;5,74;7,68;0,59;0,17;22,65;5,83;2,01;2,65;7,47;4,82;1,08;0,15;0,67;-0,34;1,95;7,72;2,16;5,36;0,28;0,72;1,07;8,28;-12,83;4.071.004,09;8,62;0,67;-0,41;1.788.500.000,00
CASH3;4,09;;-6,53;1,03;0,84;-8,90;-8,90;-14,83;-10,88;-8,74;2,15;-0,20;0,97;3,73;-1,32;2,68;-15,69;-12,89;-23,72;0,82;0,17;0,87;29,70;;3.855.274,24;3,99;-0,63;-0,02;463.094.736,73
CASN3;8,77;0,49;27,35;3,84;1,70;50,63;29,44;17,74;16,49;17,62;3,69;0,86;4,85;226,63;-2,03;1,05;14,04;6,20;9,02;0,44;0,56;0,35;13,65;27,77;;2,28;0,32;1,78;8.853.637.450,79
CASN4;6,07;0,78;18,93;2,66;1,17;50,63;29,44;17,74;11,41;17,62;3,69;0,86;3,36;156,86;-1,40;1,05;14,04;6,20;9,02;0,44;0,56;0,35;13,65;27,77;;2,28;0,32;1,23;8.853.637.450,79
CATA3;103,61;6,63;1,27;0,07;0,04;24,36;4,09;4,24;1,32;9,16;7,85;0,44;0,05;0,13;-0,09;1,80;5,79;2,75;1,40;0,48;0,52;0,65;16,54;;;1.405,93;81,36;-0,03;14.940.354,78
CATA4;0,00;;0,00;0,00;0,00;24,36;4,09;4,24;0,00;9,16;7,85;0,44;0,00;0,00;0,00;1,80;5,79;2,75;1,40;0,48;0,52;0,65;16,54;;;1.405,93;81,36;0,00;14.940.354,78
CBAV3;10,73;0,41;57,03;1,51;0,50;8,35;4,96;1,40;16,09;23,31;7,22;0,68;0,80;2,78;-0,75;2,11;2,65;0,87;2,32;0,33;0,66;0,62;10,19;;22.424.892,67;7,11;0,19;-1,77;6.986.010.038,81
CBEE3;10,15;;90,56;0,46;0,21;17,53;8,99;0,50;5,06;10,31;5,25;0,48;0,45;-1,99;-0,27;0,68;0,51;0,23;5,72;0,45;0,55;0,45;9,42;0,75;14.288,09;22,00;0,11;-0,98;4.600.223.021,45
CCXC3;1,16;;-0,25;-0,03;2,34;;;;-3,26;-3,21;0,05;;;-0,03;;0,01;-10,66;-946,44;0,81;-88,75;89,75;0,00;;;;-43,93;-4,68;0,00;1.973.425,64
CEAB3;11,02;4,73;5,81;0,92;0,39;55,84;12,79;7,32;3,33;3,45;0,13;0,04;0,43;2,11;-0,74;1,67;15,79;6,78;16,90;0,43;0,57;0,93;14,34;;71.608.317,62;12,01;1,90;0,11;3.396.860.649,36
CEBR3;26,94;14,63;11,63;2,05;1,42;43,60;43,01;34,89;9,44;7,99;-1,85;-0,40;4,06;3,63;-2,68;5,89;17,65;12,21;11,92;0,69;0,14;0,35;14,87;-17,34;97.444,81;13,12;2,32;-1,56;2.025.780.368,10
CEBR5;25,17;15,66;10,87;1,92;1,33;43,60;43,01;34,89;8,82;7,99;-1,85;-0,40;3,79;3,40;-2,51;5,89;17,65;12,21;11,92;0,69;0,14;0,35;14,87;-17,34;95.668,95;13,12;2,32;-1,46;2.025.780.368,10
CEBR6;29,26;14,82;12,64;2,23;1,54;43,60;43,01;34,89;10,25;7,99;-1,85;-0,40;4,41;3,95;-2,92;5,89;17,65;12,21;11,92;0,69;0,14;0,35;14,87;-17,34;102.316,57;13,12;2,32;-1,70;2.025.780.368,10
CEDO3;9,00;;-1,62;0,35;0,10;21,93;1,79;-7,04;6,36;31,48;26,34;1,44;0,11;-5,33;-0,16;0,96;-21,39;-5,97;-1,48;0,28;0,72;0,85;6,02;;3.025,00;25,95;-5,55;0,01;72.742.558,08
CEDO4;4,98;;-0,90;0,19;0,05;21,93;1,79;-7,04;3,52;31,48;26,34;1,44;0,06;-2,95;-0,09;0,96;-21,39;-5,97;-1,48;0,28;0,72;0,85;6,02;;46.327,24;25,95;-5,55;0,01;72.742.558,08
CEEB3;45,69;13,77;6,40;1,48;0,32;28,41;22,19;9,79;2,82;7,60;4,39;2,30;0,63;5,01;-0,41;1,39;23,08;4,96;13,79;0,21;0,79;0,51;10,25;8,96;24.842,48;30,94;7,14;0,97;13.625.546.400,25
CEEB5;42,60;14,77;5,96;1,38;0,30;28,41;22,19;9,79;2,63;7,60;4,39;2,30;0,58;4,67;-0,38;1,39;23,08;4,96;13,79;0,21;0,79;0,51;10,25;8,96;506,00;30,94;7,14;0,90;13.625.546.400,25
CEEB6;60,68;11,40;8,50;1,96;0,42;28,41;22,19;9,79;3,75;7,60;4,39;2,30;0,83;6,65;-0,55;1,39;23,08;4,96;13,79;0,21;0,79;0,51;10,25;8,96;;30,94;7,14;1,29;13.625.546.400,25
CEED3;8,15;;-0,75;-0,13;0,06;16,84;5,82;-11,53;1,49;20,30;18,81;;0,09;1,74;-0,08;1,10;-17,21;-7,37;9,85;-0,43;1,43;0,64;12,16;;821,17;-63,17;-10,87;-0,01;558.221.245,40
CEED4;20,00;;-1,84;-0,32;0,14;16,84;5,82;-11,53;3,65;20,30;18,81;;0,21;4,26;-0,20;1,10;-17,21;-7,37;9,85;-0,43;1,43;0,64;12,16;;;-63,17;-10,87;-0,03;558.221.245,40
CEGR3;39,00;;15,11;4,64;2,12;35,52;24,21;14,33;8,95;9,23;0,28;0,14;2,17;-36,19;-2,82;0,81;30,72;14,05;27,96;0,46;0,54;0,98;8,58;13,74;876,00;8,40;2,58;0,66;10.125.871.548,00
CEPE3;125,26;;55,58;13,86;2,29;21,38;14,84;7,33;27,46;33,20;6,21;3,13;4,08;80,24;-3,13;1,12;24,94;4,13;7,64;0,17;0,83;0,56;4,82;25,18;;9,03;2,25;0,12;36.443.231.491,42
CEPE5;40,12;;17,80;4,44;0,73;21,38;14,84;7,33;8,80;33,20;6,21;3,13;1,31;25,70;-1,00;1,12;24,94;4,13;7,64;0,17;0,83;0,56;4,82;25,18;;9,03;2,25;0,04;36.443.231.491,42
CEPE6;43,00;;19,08;4,76;0,79;21,38;14,84;7,33;9,43;33,20;6,21;3,13;1,40;27,55;-1,08;1,12;24,94;4,13;7,64;0,17;0,83;0,56;4,82;25,18;;9,03;2,25;0,04;36.443.231.491,42
CESP3;25,55;;52,81;1,80;0,62;26,49;46,93;9,10;10,24;16,89;6,73;1,18;4,81;11,87;-0,69;2,18;3,40;1,18;6,10;0,35;0,65;0,13;-2,26;-37,99;;14,21;0,48;-0,62;8.302.192.833,55
CESP5;25,00;;51,67;1,76;0,61;26,49;46,93;9,10;10,02;16,89;6,73;1,18;4,70;11,61;-0,68;2,18;3,40;1,18;6,10;0,35;0,65;0,13;-2,26;-37,99;;14,21;0,48;-0,60;8.302.192.833,55
CESP6;25,25;;52,19;1,78;0,62;26,49;46,93;9,10;10,12;16,89;6,73;1,18;4,75;11,73;-0,68;2,18;3,40;1,18;6,10;0,35;0,65;0,13;-2,26;-37,99;;14,21;0,48;-0,61;8.302.192.833,55
CGAS3;126,00;9,61;10,85;9,70;1,01;32,89;28,19;14,41;5,54;8,38;2,84;4,97;1,56;5,52;-1,52;2,23;89,41;9,33;19,37;0,10;0,90;0,65;6,86;6,00;14.275,88;12,99;11,62;-0,88;16.697.593.962,00
CGAS5;123,90;10,75;10,67;9,54;1,00;32,89;28,19;14,41;5,45;8,38;2,84;4,97;1,54;5,43;-1,49;2,23;89,41;9,33;19,37;0,10;0,90;0,65;6,86;6,00;161.782,33;12,99;11,62;-0,86;16.697.593.962,00
CGRA3;24,69;20,62;6,89;0,66;0,46;54,57;8,39;11,42;9,37;6,86;-2,51;-0,18;0,79;1,92;-0,80;2,36;9,58;6,74;6,45;0,70;0,30;0,59;10,60;3,58;28.053,00;37,40;3,58;-0,38;583.238.744,94
CGRA4;24,70;20,61;6,89;0,66;0,46;54,57;8,39;11,42;9,38;6,86;-2,51;-0,18;0,79;1,92;-0,80;2,36;9,58;6,74;6,45;0,70;0,30;0,59;10,60;3,58;135.264,24;37,40;3,58;-0,38;583.238.744,94
CIEL3;5,83;;8,70;1,38;0,14;37,28;17,11;16,85;8,57;12,00;3,42;0,55;1,47;1,04;-1,55;1,17;15,88;1,57;4,37;0,10;0,88;0,09;-0,43;30,00;;4,22;0,67;0,24;15.839.031.805,63
CLSA3;10,49;;-24,41;3,06;2,30;33,36;-32,02;-16,96;-12,93;-10,71;2,22;-0,52;4,14;7,90;-4,94;2,19;-12,52;-9,40;-34,71;0,75;0,25;0,55;17,88;;57.778.110,00;3,43;-0,43;-0,08;1.971.344.369,40
CLSC3;130,00;0,55;6,89;1,21;0,35;15,84;11,16;5,86;3,62;7,18;3,44;1,15;0,40;15,46;-0,49;1,08;17,57;5,03;12,90;0,29;0,71;0,86;6,08;7,00;24.965,79;107,37;18,86;-5,64;5.187.601.124,08
CLSC4;137,52;0,57;7,29;1,28;0,37;15,84;11,16;5,86;3,83;7,18;3,44;1,15;0,43;16,36;-0,52;1,08;17,57;5,03;12,90;0,29;0,71;0,86;6,08;7,00;472.474,14;107,37;18,86;-5,96;5.187.601.124,08
CMIG3;15,60;5,96;9,23;1,55;0,65;16,39;15,39;11,15;6,69;8,03;2,67;0,62;1,03;-42,07;-0,83;0,93;16,75;7,10;12,58;0,42;0,58;0,64;11,13;11,05;1.271.951,62;10,09;1,69;-0,30;35.803.762.436,24
CMIG4;10,96;7,51;6,48;1,09;0,46;16,39;15,39;11,15;4,70;8,03;2,67;0,62;0,72;-29,56;-0,58;0,93;16,75;7,10;12,58;0,42;0,58;0,64;11,13;11,05;139.658.308,82;10,09;1,69;-0,21;35.803.762.436,24
CMIN3;4,25;9,04;10,36;3,26;0,68;45,85;27,00;12,51;4,80;4,85;0,06;0,04;1,30;6,69;-1,07;1,37;31,49;6,52;21,50;0,21;0,79;0,52;5,50;-11,17;39.931.655,38;1,30;0,41;-0,27;23.086.189.286,50
CMSA3;0,00;;0,00;0,00;0,00;;;;0,00;0,07;0,07;-0,96;;0,00;0,00;38,28;-1.369,84;-1.336,29;-1.392,40;0,98;0,02;0,00;;;;0,00;0,00;0,00;0,00
CMSA4;0,00;;0,00;0,00;0,00;;;;0,00;0,07;0,07;-0,96;;0,00;0,00;38,28;-1.369,84;-1.336,29;-1.392,40;0,98;0,02;0,00;;;;0,00;0,00;0,00;0,00
CNSY3;30,22;;-86,19;-23,75;5,37;18,72;7,08;-7,71;93,87;109,95;16,08;;6,65;-28,61;-6,18;0,41;-27,56;-6,23;4,37;-0,23;1,23;0,81;2,97;;;-1,27;-0,35;0,14;935.885.083,86
COCE3;33,32;;5,69;0,51;0,17;20,76;17,09;5,26;1,75;5,43;4,08;1,19;0,30;-1,21;-0,21;0,56;9,01;3,03;12,51;0,34;0,66;0,58;9,35;13,76;0,00;64,97;5,85;0,16;2.201.462.375,53
COCE5;30,75;;5,25;0,47;0,16;20,76;17,09;5,26;1,62;5,43;4,08;1,19;0,28;-1,11;-0,19;0,56;9,01;3,03;12,51;0,34;0,66;0,58;9,35;13,76;273.986,14;64,97;5,85;0,15;2.201.462.375,53
COCE6;12,83;;2,19;0,20;0,07;20,76;17,09;5,26;0,68;5,43;4,08;1,19;0,12;-0,46;-0,08;0,56;9,01;3,03;12,51;0,34;0,66;0,58;9,35;13,76;;64,97;5,85;0,06;2.201.462.375,53
COGN3;2,30;5,61;7,07;0,35;0,20;66,92;18,80;8,92;3,35;7,12;3,76;0,39;0,63;2,41;-0,25;1,65;4,94;2,77;6,92;0,56;0,44;0,31;5,90;;53.025.280,77;6,59;0,33;-0,22;4.747.813.711,30
CORR3;2,71;;0,01;0,01;0,00;100,00;2.560,96;2.141,14;0,01;-1,26;-1,41;-2,58;0,19;0,01;-0,02;4,25;152,84;44,18;126,45;0,29;0,71;0,02;-16,36;;;201,49;307,95;0,00;1.278.894,65
CORR4;82,00;;0,27;0,41;0,12;100,00;2.560,96;2.141,14;0,22;-1,26;-1,41;-2,58;5,70;0,20;-0,48;4,25;152,84;44,18;126,45;0,29;0,71;0,02;-16,36;;;201,49;307,95;0,00;1.278.894,65
CPFE3;45,50;8,21;9,10;2,16;0,62;31,30;24,50;12,79;4,75;7,10;2,35;1,07;1,16;20,93;-0,82;1,15;23,72;6,86;15,41;0,29;0,70;0,54;7,50;9,61;70.126.721,91;21,09;5,00;1,13;52.427.577.020,00
CPLE3;15,26;6,96;16,76;1,91;0,72;21,88;18,94;9,95;8,81;12,32;3,51;0,76;1,67;12,83;-0,91;1,37;11,39;4,31;9,59;0,38;0,62;0,43;6,99;-7,01;297.224.779,82;7,99;0,91;-2,16;45.517.689.614,38
CPLE5;10,98;;12,06;1,37;0,52;21,88;18,94;9,95;6,34;12,32;3,51;0,76;1,20;9,23;-0,66;1,37;11,39;4,31;9,59;0,38;0,62;0,43;6,99;-7,01;408.011.897,00;7,99;0,91;-1,55;45.517.689.614,38
CPLE6;14,22;;15,62;1,78;0,67;21,88;18,94;9,95;8,21;12,32;3,51;0,76;1,55;11,95;-0,85;1,37;11,39;4,31;9,59;0,38;0,62;0,43;6,99;-7,01;121.075.705,00;7,99;0,91;-2,01;45.517.689.614,38
CPRE3;18,23;;9,52;2,23;1,03;59,96;48,11;30,42;6,02;6,28;0,26;0,09;2,90;-16,55;-1,25;0,74;23,44;10,78;17,13;0,46;0,53;0,35;10,10;7,48;;8,17;1,91;-3,84;10.824.655.047,92
CREM3;14,50;;32,70;2,45;0,67;30,30;7,39;2,10;9,28;13,11;3,84;1,01;0,69;4,89;-1,69;1,29;7,50;2,05;9,29;0,27;0,73;0,98;1,09;;;5,91;0,44;22,14;465.122.474,00
CRFB3;8,48;0,01;9,84;0,83;0,19;18,14;3,75;1,52;3,99;8,47;4,49;0,94;0,15;5,86;-0,36;1,07;8,48;1,89;8,28;0,22;0,76;1,25;14,00;12,41;122.254.636,00;10,16;0,86;0,00;17.884.800.909,28
CRIV3;6,98;;35,10;0,66;0,04;20,26;0,43;0,99;81,37;80,16;;;0,35;0,07;-0,09;131,56;1,89;0,12;;0,06;0,94;0,12;27,56;-21,36;;10,50;0,20;-0,75;707.929.532,00
CRIV4;6,74;;33,89;0,64;0,04;20,26;0,43;0,99;78,57;80,16;;;0,33;0,07;-0,09;131,56;1,89;0,12;;0,06;0,94;0,12;27,56;-21,36;;10,50;0,20;-0,72;707.929.532,00
CRPG3;18,00;;-6,49;0,95;0,55;-4,05;-11,55;-9,62;-5,41;-4,39;0,37;-0,06;0,62;1,81;-1,56;1,90;-14,62;-8,52;-17,77;0,58;0,42;0,89;1,63;;0,00;18,96;-2,77;0,21;459.909.690,81
CRPG5;14,69;;-5,30;0,78;0,45;-4,05;-11,55;-9,62;-4,41;-4,39;0,37;-0,06;0,51;1,48;-1,27;1,90;-14,62;-8,52;-17,77;0,58;0,42;0,89;1,63;;16.119,48;18,96;-2,77;0,17;459.909.690,81
CRPG6;14,51;;-5,23;0,77;0,45;-4,05;-11,55;-9,62;-4,36;-4,39;0,37;-0,06;0,50;1,46;-1,26;1,90;-14,62;-8,52;-17,77;0,58;0,42;0,89;1,63;;541,53;18,96;-2,77;0,17;459.909.690,81
CSAB3;30,50;;12,39;1,11;0,57;-124,00;1.656,27;2.521,73;18,86;24,57;;;312,32;3,54;-0,71;4,45;8,94;4,57;;0,51;0,49;0,00;-33,40;-1,31;;27,56;2,46;-0,02;305.164.800,00
CSAB4;48,97;;19,89;1,78;0,91;-124,00;1.656,27;2.521,73;30,28;24,57;;;501,45;5,68;-1,15;4,45;8,94;4,57;;0,51;0,49;0,00;-33,40;-1,31;;27,56;2,46;-0,03;305.164.800,00
CSAN3;3,76;;-1,57;4,27;0,12;33,63;2,47;-23,92;15,19;63,49;48,30;13,57;0,37;1,01;-0,16;1,87;-272,42;-7,49;-2,25;0,03;0,77;0,31;24,51;;151.253.678,57;0,88;-2,40;0,11;14.914.306.704,32
CSED3;3,76;12,91;5,04;0,83;0,28;51,06;19,82;9,49;2,41;3,22;0,81;0,28;0,48;3,11;-0,38;1,55;16,46;5,59;18,30;0,34;0,66;0,59;9,51;;2.078.275,81;4,53;0,75;0,12;1.370.679.995,52
CSMG3;60,16;3,64;16,88;2,61;1,06;41,86;23,17;16,14;11,76;15,29;3,53;0,78;2,72;14,25;-1,33;1,60;15,46;6,31;7,72;0,41;0,59;0,39;9,29;10,67;393.694.516,67;23,06;3,56;-6,10;22.876.024.631,04
CSNA3;4,73;;-3,14;0,49;0,06;27,83;9,49;-4,49;1,49;10,24;8,76;2,88;0,14;2,16;-0,09;1,11;-15,55;-2,02;3,56;0,13;0,84;0,45;8,30;;100.730.506,62;9,69;-1,51;0,13;6.272.424.369,31
CSRN3;13,60;;3,15;1,25;0,30;30,69;25,65;16,67;2,05;4,81;2,77;1,69;0,52;2,25;-0,44;1,75;39,74;9,57;17,47;0,24;0,76;0,57;8,29;16,12;;10,87;4,32;0,08;2.273.440.192,00
CSRN5;15,10;;3,50;1,39;0,33;30,69;25,65;16,67;2,27;4,81;2,77;1,69;0,58;2,50;-0,49;1,75;39,74;9,57;17,47;0,24;0,76;0,57;8,29;16,12;;10,87;4,32;0,09;2.273.440.192,00
CSRN6;15,50;;3,59;1,43;0,34;30,69;25,65;16,67;2,33;4,81;2,77;1,69;0,60;2,57;-0,50;1,75;39,74;9,57;17,47;0,24;0,76;0,57;8,29;16,12;;10,87;4,32;0,09;2.273.440.192,00
CSUD3;15,16;15,52;6,23;1,33;0,76;41,38;16,62;15,90;5,96;6,46;0,50;0,11;0,99;12,85;-1,14;1,22;21,28;12,27;14,80;0,58;0,42;0,77;6,42;16,81;830.501,19;11,44;2,43;0,55;633.688.000,00
CTAX3;0,46;;-0,72;0,14;0,01;23,00;13,93;-3,70;0,19;2,78;2,59;1,83;0,03;-0,04;-0,01;0,37;-18,75;-1,50;21,25;0,08;0,92;0,41;-13,90;;4.207,59;3,38;-0,63;0,01;12.286.763,76
CTCA3;0,00;;0,00;0,00;0,00;66,80;36,23;46,00;0,00;-2,73;-2,73;-0,36;0,00;0,00;0,00;4,33;16,82;12,59;6,69;0,75;0,25;0,27;6,85;14,84;;4,01;0,67;0,00;0,00
CTKA3;46,39;;4,68;3,59;0,39;45,30;10,85;8,06;3,48;7,00;4,13;4,27;0,38;1,20;-1,16;1,96;76,83;8,35;13,16;0,11;0,89;1,04;14,83;-5,24;0,00;12,91;9,92;-0,10;237.497.005,31
CTKA4;31,25;;3,15;2,42;0,26;45,30;10,85;8,06;2,34;7,00;4,13;4,27;0,25;0,81;-0,78;1,96;76,83;8,35;13,16;0,11;0,89;1,04;14,83;-5,24;25.586,90;12,91;9,92;-0,06;237.497.005,31
CTNM3;7,13;;-0,52;-0,24;0,07;-6,90;-109,23;-89,63;-0,43;-2,70;-2,48;;0,46;-0,13;-0,09;0,27;-47,26;-13,83;-120,86;-0,29;1,29;0,15;-24,09;;;-29,11;-13,76;0,01;113.580.609,02
CTNM4;0,86;;-0,06;-0,03;0,01;-6,90;-109,23;-89,63;-0,05;-2,70;-2,48;;0,06;-0,02;-0,01;0,27;-47,26;-13,83;-120,86;-0,29;1,29;0,15;-24,09;;;-29,11;-13,76;0,00;113.580.609,02
CTSA3;2,00;;-0,09;0,14;0,02;-143,89;-304,16;-453,89;-0,13;-2,31;-2,18;2,38;0,39;-0,05;-0,02;0,28;-162,82;-23,97;-34,34;0,15;0,85;0,05;-40,11;;0,00;14,25;-23,20;0,00;13.912.390,00
CTSA4;1,29;;-0,06;0,09;0,01;-143,89;-304,16;-453,89;-0,08;-2,31;-2,18;2,38;0,25;-0,03;-0,02;0,28;-162,82;-23,97;-34,34;0,15;0,85;0,05;-40,11;;0,00;14,25;-23,20;0,00;13.912.390,00
CTSA8;0,00;;0,00;0,00;0,00;-143,89;-304,16;-453,89;0,00;-2,31;-2,18;2,38;0,00;0,00;0,00;0,28;-162,82;-23,97;-34,34;0,15;0,85;0,05;-40,11;;;14,25;-23,20;0,00;13.912.390,00
CURY3;35,11;12,00;10,16;7,00;1,75;39,71;24,02;18,37;7,77;7,48;-0,29;-0,26;1,87;6,04;-4,32;1,94;68,95;17,19;38,33;0,25;0,69;0,94;36,37;45,95;125.566.768,43;5,01;3,46;0,21;10.815.551.025,34
CVCB3;1,41;;-7,00;1,84;0,20;97,66;17,49;-7,10;2,84;3,74;0,89;0,58;0,50;-0,97;-0,44;0,73;-26,34;-2,84;20,54;0,11;0,89;0,40;18,96;;14.192.271,62;0,76;-0,20;-0,18;741.083.446,77
CXSE3;19,62;6,68;13,40;4,27;3,94;;;;12,40;12,17;-0,23;-0,08;;60,14;-4,60;1,86;31,89;29,42;30,17;0,92;0,08;0,00;;19,94;76.510.410,81;4,59;1,46;1,23;58.860.000.000,00
CYRE3;23,33;11,70;5,35;1,00;0,40;32,66;24,12;20,81;4,62;6,77;2,15;0,46;1,11;0,95;-0,91;3,78;18,60;7,40;10,64;0,40;0,55;0,36;19,77;2,34;149.863.147,86;23,42;4,36;0,34;10.578.905.678,50
CYRE4;21,85;;5,01;0,93;0,37;32,66;24,12;20,81;4,33;6,77;2,15;0,46;1,04;0,89;-0,86;3,78;18,60;7,40;10,64;0,40;0,55;0,36;19,77;2,34;9.528.921,90;23,42;4,36;0,32;10.578.905.678,50
DASA3;2,78;;-3,36;0,51;0,20;31,40;8,92;-10,87;4,09;10,23;6,14;0,76;0,36;2,98;-0,27;1,30;-15,14;-5,84;0,03;0,39;0,61;0,54;9,67;;2.397.929,33;5,47;-0,83;0,39;3.488.919.593,44
DESK3;17,70;0,83;33,40;1,45;0,53;60,98;31,58;4,95;5,23;8,28;3,06;0,85;1,65;9,60;-0,66;1,41;4,34;1,59;10,32;0,37;0,62;0,32;48,79;18,09;6.807.068,41;12,23;0,53;-1,05;2.057.045.201,10
DEXP3;6,87;8,18;5,93;0,80;0,52;16,52;10,04;7,41;4,38;3,88;-0,50;-0,09;0,44;1,12;-1,43;3,80;13,54;8,81;9,93;0,65;0,35;1,19;16,52;3,62;514.943,52;8,55;1,16;-0,66;844.704.722,69
DEXP4;6,85;8,36;5,92;0,80;0,52;16,52;10,04;7,41;4,37;3,88;-0,50;-0,09;0,44;1,11;-1,43;3,80;13,54;8,81;9,93;0,65;0,35;1,19;16,52;3,62;75.294,00;8,55;1,16;-0,66;844.704.722,69
DIRR3;14,20;10,92;8,82;3,47;0,53;40,11;23,83;18,16;6,72;7,40;0,68;0,35;1,60;1,45;-1,02;4,26;39,35;6,02;17,45;0,15;0,82;0,33;23,68;49,27;82.865.684,67;4,09;1,61;0,31;7.391.100.000,00
DMMO3;1,76;;3,09;0,41;0,02;45,67;4,75;3,87;2,52;2,52;;;0,12;4,72;-0,02;;13,29;0,62;;0,05;0,95;0,16;51,46;;;4,29;0,57;0,01;949.254.731,04
DMVF3;7,00;;14,79;0,38;0,18;28,80;3,20;0,87;4,01;4,60;0,59;0,06;0,13;10,64;-0,26;1,06;2,60;1,21;8,50;0,47;0,53;1,39;21,57;187,00;1.193.462,76;18,20;0,47;-3,67;354.219.894,00
DOHL3;6,48;0,51;1.707,95;0,71;0,48;19,49;-0,99;0,05;-81,41;-79,47;-7,56;0,07;0,81;1,01;-1,14;5,05;0,04;0,03;-1,01;0,67;0,33;0,59;3,61;-67,89;651,00;9,12;0,00;-15,98;433.002.291,30
